,id_person_blue,id_person_white,id_winner,competition_date
2070,20477,30734,20477,2023-06-23
2069,8973,18716,8973,2023-06-23
2068,71855,76413,71855,2023-06-23
2067,19662,45440,45440,2023-06-23
2063,17364,1033,17364,2023-06-23
2065,65165,7855,7855,2023-06-23
2064,49546,44010,49546,2023-06-23
2062,17383,21796,17383,2023-06-23
2061,9728,47511,9728,2023-06-23
2072,9728,25741,25741,2023-06-23
2066,43660,14431,14431,2023-06-23
2073,17364,17383,17383,2023-06-23
2074,49546,801,801,2023-06-23
2087,23336,45440,45440,2023-06-23
2089,17383,14431,17383,2023-06-23
2088,23336,25741,23336,2023-06-23
2090,45440,801,45440,2023-06-23
2086,801,17383,801,2023-06-23
2085,20477,14431,14431,2023-06-23
2084,9396,25741,25741,2023-06-23
2075,7855,9396,9396,2023-06-23
2083,20477,23336,23336,2023-06-23
2081,9396,801,801,2023-06-23
2080,17383,25741,17383,2023-06-23
2079,44974,20477,20477,2023-06-23
2078,8973,23336,23336,2023-06-23
2077,71855,45440,45440,2023-06-23
2076,14431,11254,14431,2023-06-23
2082,45440,14431,45440,2023-06-23
2057,76471,12202,12202,2023-06-24
2059,22303,76471,22303,2023-06-24
2060,53624,12202,12202,2023-06-24
2058,22303,53624,53624,2023-06-24
2036,76430,24611,24611,2023-07-01
2039,4333,76430,76430,2023-07-01
2038,9212,32946,9212,2023-07-01
2037,4333,26040,26040,2023-07-01
2035,9212,10231,10231,2023-07-01
2040,10231,11829,11829,2023-07-01
2033,4333,16118,4333,2023-07-01
2032,76430,25315,76430,2023-07-01
2031,59246,9212,9212,2023-07-01
2030,46201,32946,32946,2023-07-01
2034,32946,11829,11829,2023-07-01
2041,26040,24611,24611,2023-07-01
2049,38974,76697,38974,2023-07-01
2043,10231,76430,10231,2023-07-01
2044,24611,11829,24611,2023-07-01
2045,76692,76501,76501,2023-07-01
2046,27306,55961,55961,2023-07-01
2047,49221,76501,76501,2023-07-01
2048,71232,69774,69774,2023-07-01
2056,38974,76501,76501,2023-07-01
2050,49221,27306,27306,2023-07-01
2051,76697,71232,76697,2023-07-01
2052,76501,55961,76501,2023-07-01
2053,38974,69774,38974,2023-07-01
2054,69774,27306,27306,2023-07-01
2042,26040,9212,9212,2023-07-01
2055,55961,76697,76697,2023-07-01
2026,31459,45005,45005,2023-07-05
2027,65407,26036,26036,2023-07-05
2028,65407,31459,65407,2023-07-05
2029,26036,45005,26036,2023-07-05
1999,77157,77167,77157,2023-07-08
2000,77048,26363,26363,2023-07-08
2001,67588,15503,15503,2023-07-08
2002,77157,41398,77157,2023-07-08
2003,77158,4333,77158,2023-07-08
2004,67588,77048,77048,2023-07-08
2005,4333,41398,41398,2023-07-08
2006,15503,26363,26363,2023-07-08
2007,77158,77157,77158,2023-07-08
2008,77157,77048,77048,2023-07-08
2009,15503,41398,41398,2023-07-08
2010,77158,26363,26363,2023-07-08
2018,25829,18665,18665,2023-07-08
2012,51306,17217,17217,2023-07-08
2025,18665,21760,21760,2023-07-08
2024,8374,61033,61033,2023-07-08
2023,46694,43348,46694,2023-07-08
2022,18665,46694,18665,2023-07-08
2011,42860,43348,43348,2023-07-08
2020,25829,61033,61033,2023-07-08
2021,21760,8374,21760,2023-07-08
2017,61033,46694,46694,2023-07-08
2016,17217,21760,21760,2023-07-08
2015,43348,8374,8374,2023-07-08
2014,64409,25829,25829,2023-07-08
2013,46358,61033,61033,2023-07-08
2019,17217,43348,43348,2023-07-08
1992,40973,25315,25315,2023-07-22
1990,14836,41398,41398,2023-07-22
1993,40973,16118,16118,2023-07-22
1991,25732,16118,25732,2023-07-22
1995,25315,25732,25315,2023-07-22
1998,25315,41398,41398,2023-07-22
1996,25732,14836,14836,2023-07-22
1994,41398,9212,41398,2023-07-22
1997,9212,16118,16118,2023-07-22
1971,36421,45440,45440,2023-07-29
1970,31629,67506,31629,2023-07-29
1969,20494,37634,37634,2023-07-29
1968,47183,76413,76413,2023-07-29
1966,31240,51975,51975,2023-07-29
1965,77910,77927,77910,2023-07-29
1963,66555,69034,69034,2023-07-29
1972,73597,50541,50541,2023-07-29
1962,65894,24044,24044,2023-07-29
1961,73597,17620,73597,2023-07-29
1960,50541,46694,50541,2023-07-29
1959,77925,36421,36421,2023-07-29
1964,72986,50573,50573,2023-07-29
1973,24044,37529,37529,2023-07-29
1967,21760,13761,13761,2023-07-29
1975,77910,43660,43660,2023-07-29
1989,19799,69034,19799,2023-07-29
1974,50573,69034,69034,2023-07-29
1988,45440,31629,45440,2023-07-29
1987,43660,37529,37529,2023-07-29
1986,19799,43660,19799,2023-07-29
1985,69034,45440,69034,2023-07-29
1983,37529,50541,37529,2023-07-29
1984,31629,13761,31629,2023-07-29
1981,13761,43660,43660,2023-07-29
1980,69034,37529,69034,2023-07-29
1979,50541,45440,45440,2023-07-29
1978,31629,37634,31629,2023-07-29
1977,76413,19799,19799,2023-07-29
1976,13761,51975,13761,2023-07-29
1982,31629,19799,19799,2023-07-29
1933,22682,29719,29719,2023-08-04
1938,39933,36058,36058,2023-08-04
1937,29952,24611,29952,2023-08-04
1936,20477,9286,9286,2023-08-04
1934,14395,70512,14395,2023-08-04
1932,14320,25741,14320,2023-08-04
1925,17383,21796,17383,2023-08-04
1930,45440,9718,9718,2023-08-04
1929,38194,19292,38194,2023-08-04
1928,11829,11254,11254,2023-08-04
1927,30734,1220,1220,2023-08-04
1926,25359,9520,9520,2023-08-04
1939,613,38880,38880,2023-08-04
1931,65194,10361,10361,2023-08-04
1940,17383,38158,38158,2023-08-04
1935,9396,44974,44974,2023-08-04
1942,38194,11254,11254,2023-08-04
1941,1220,9520,9520,2023-08-04
1958,38880,9718,38880,2023-08-04
1957,38158,9286,38158,2023-08-04
1956,14395,11254,11254,2023-08-04
1955,38880,14395,38880,2023-08-04
1953,9286,29719,9286,2023-08-04
1952,11254,9520,11254,2023-08-04
1951,38880,9286,38880,2023-08-04
1954,9718,38158,9718,2023-08-04
1949,9718,11254,9718,2023-08-04
1948,9520,38158,38158,2023-08-04
1947,38880,36058,38880,2023-08-04
1946,29952,9286,9286,2023-08-04
1945,44974,14395,14395,2023-08-04
1944,29719,14320,29719,2023-08-04
1943,10361,9718,9718,2023-08-04
1950,14395,29719,14395,2023-08-04
1894,32946,11829,11829,2023-08-18
1900,24611,14320,24611,2023-08-18
1899,26036,8374,8374,2023-08-18
1898,73004,22682,22682,2023-08-18
1897,44010,18716,44010,2023-08-18
1896,36121,9396,9396,2023-08-18
1895,10231,14431,14431,2023-08-18
1893,7855,22683,22683,2023-08-18
1885,18279,61403,18279,2023-08-18
1891,18665,8973,8973,2023-08-18
1890,26040,19292,19292,2023-08-18
1889,29952,21760,29952,2023-08-18
1888,3283,36421,3283,2023-08-18
1887,8374,9730,8374,2023-08-18
1886,36121,9212,36121,2023-08-18
1901,43197,3283,3283,2023-08-18
1884,76413,26040,26040,2023-08-18
1892,18279,14395,14395,2023-08-18
1902,49546,29719,29719,2023-08-18
1909,44010,9396,9396,2023-08-18
1904,20999,1220,1220,2023-08-18
1924,1220,9396,1220,2023-08-18
1923,19292,22682,19292,2023-08-18
1922,24611,14431,24611,2023-08-18
1921,1220,24611,1220,2023-08-18
1920,9396,19292,9396,2023-08-18
1919,2539,22682,22682,2023-08-18
1918,14431,22683,14431,2023-08-18
1903,2539,29952,2539,2023-08-18
1916,24611,22682,24611,2023-08-18
1917,1220,2539,1220,2023-08-18
1914,22683,19292,19292,2023-08-18
1913,41398,1220,1220,2023-08-18
1912,2539,29719,2539,2023-08-18
1911,3283,24611,24611,2023-08-18
1910,8374,22682,22682,2023-08-18
1908,14431,11829,14431,2023-08-18
1907,22683,14395,22683,2023-08-18
1906,8973,19292,19292,2023-08-18
1905,17217,41398,41398,2023-08-18
1915,9396,14431,9396,2023-08-18
1872,36825,25732,36825,2023-08-26
1873,36825,43348,43348,2023-08-26
1874,50262,50788,50262,2023-08-26
1875,32946,42420,32946,2023-08-26
1876,76476,21357,21357,2023-08-26
1879,50788,36825,36825,2023-08-26
1878,21357,32946,21357,2023-08-26
1880,76476,42420,76476,2023-08-26
1881,32946,36825,32946,2023-08-26
1882,43348,76476,43348,2023-08-26
1883,21357,50262,21357,2023-08-26
1877,50262,43348,50262,2023-08-26
1858,26495,11384,26495,2023-09-07
1859,70201,23162,23162,2023-09-07
1860,34224,71868,71868,2023-09-07
1861,26495,12202,26495,2023-09-07
1862,22303,53624,53624,2023-09-07
1863,23162,26036,26036,2023-09-07
1865,22303,12202,12202,2023-09-07
1866,71868,23162,71868,2023-09-07
1867,53624,26495,53624,2023-09-07
1868,45005,26036,26036,2023-09-07
1869,45005,12202,45005,2023-09-07
1870,26495,71868,26495,2023-09-07
1871,26036,53624,26036,2023-09-07
1864,71868,45005,45005,2023-09-07
1847,41398,11254,11254,2023-09-15
1843,14836,41398,41398,2023-09-15
1844,4333,26040,26040,2023-09-15
1845,32946,16118,32946,2023-09-15
1846,40973,10231,10231,2023-09-15
1848,26040,24611,24611,2023-09-15
1856,11254,10231,10231,2023-09-15
1850,10231,11829,11829,2023-09-15
1851,26040,41398,41398,2023-09-15
1852,10231,32946,10231,2023-09-15
1853,24611,11254,24611,2023-09-15
1854,11829,36058,36058,2023-09-15
1855,11829,41398,41398,2023-09-15
1849,32946,36058,36058,2023-09-15
1857,36058,24611,36058,2023-09-15
1830,19112,37767,37767,2023-09-16
1831,66555,18694,18694,2023-09-16
1832,36260,22867,22867,2023-09-16
1833,37766,22217,22217,2023-09-16
1834,37767,50541,50541,2023-09-16
1829,36260,61035,36260,2023-09-16
1836,37766,36260,36260,2023-09-16
1837,18694,37767,37767,2023-09-16
1838,22217,22867,22217,2023-09-16
1839,43348,50541,43348,2023-09-16
1840,50541,36260,50541,2023-09-16
1841,22867,37767,22867,2023-09-16
1842,43348,22217,22217,2023-09-16
1835,18694,43348,43348,2023-09-16
1807,14395,24611,24611,2023-09-22
1806,37529,9396,9396,2023-09-22
1805,60992,43238,60992,2023-09-22
1804,44974,29719,44974,2023-09-22
1803,22867,7855,7855,2023-09-22
1802,21796,25741,25741,2023-09-22
1801,52077,19662,19662,2023-09-22
1797,14320,50541,14320,2023-09-22
1799,26040,22972,22972,2023-09-22
1798,16577,38194,16577,2023-09-22
1796,49397,11829,11829,2023-09-22
1795,9212,20999,20999,2023-09-22
1794,17364,38158,38158,2023-09-22
1793,49397,9730,49397,2023-09-22
1808,20988,43175,43175,2023-09-22
1800,2539,22682,22682,2023-09-22
1809,21760,29952,21760,2023-09-22
1816,24611,9396,9396,2023-09-22
1811,14320,11829,14320,2023-09-22
1828,43175,38158,38158,2023-09-22
1827,22972,9396,22972,2023-09-22
1826,25741,14320,25741,2023-09-22
1825,43175,25741,43175,2023-09-22
1824,22972,38158,38158,2023-09-22
1810,20999,38158,38158,2023-09-22
1822,22682,14320,14320,2023-09-22
1821,43175,9396,43175,2023-09-22
1823,9396,44974,9396,2023-09-22
1819,22682,22972,22972,2023-09-22
1818,14320,38158,38158,2023-09-22
1817,21760,43175,43175,2023-09-22
1815,60992,44974,44974,2023-09-22
1814,7855,25741,25741,2023-09-22
1813,19662,22682,22682,2023-09-22
1812,22972,16577,22972,2023-09-22
1820,44974,25741,25741,2023-09-22
1781,47602,8973,8973,2023-09-24
1776,52334,61403,61403,2023-09-24
1777,73004,30734,30734,2023-09-24
1778,19013,17383,17383,2023-09-24
1779,56304,9728,9728,2023-09-24
1780,11407,70512,70512,2023-09-24
1782,61403,38880,38880,2023-09-24
1791,30734,9728,30734,2023-09-24
1784,9728,45440,45440,2023-09-24
1792,45440,38880,38880,2023-09-24
1790,70512,17383,70512,2023-09-24
1789,70512,45440,45440,2023-09-24
1783,17383,30734,30734,2023-09-24
1787,8973,9728,9728,2023-09-24
1786,17383,61403,17383,2023-09-24
1785,8973,70512,70512,2023-09-24
1788,30734,38880,38880,2023-09-24
1756,3894,25829,25829,2023-09-30
1755,43348,22867,22867,2023-09-30
1754,77158,21357,21357,2023-09-30
1753,39041,50262,39041,2023-09-30
1752,36421,9730,36421,2023-09-30
1751,50526,27633,27633,2023-09-30
1749,61033,22683,61033,2023-09-30
1748,7924,70553,70553,2023-09-30
1757,45253,20999,45253,2023-09-30
1746,72986,67506,67506,2023-09-30
1745,63920,18665,63920,2023-09-30
1744,45253,74145,45253,2023-09-30
1750,66555,60790,66555,2023-09-30
1747,22900,3283,3283,2023-09-30
1758,67506,63920,67506,2023-09-30
1760,66555,61033,61033,2023-09-30
1775,8374,3283,3283,2023-09-30
1774,45253,36421,36421,2023-09-30
1773,22867,61033,61033,2023-09-30
1759,70553,3283,3283,2023-09-30
1771,3283,45253,3283,2023-09-30
1770,43660,36421,36421,2023-09-30
1769,61033,67506,61033,2023-09-30
1772,22867,8374,8374,2023-09-30
1767,36421,8374,8374,2023-09-30
1766,61033,3283,3283,2023-09-30
1765,67506,45253,45253,2023-09-30
1764,25829,22867,22867,2023-09-30
1763,21357,43660,43660,2023-09-30
1762,39041,36421,36421,2023-09-30
1761,27633,8374,8374,2023-09-30
1768,22867,43660,22867,2023-09-30
1725,52176,50541,50541,2023-10-07
1726,63826,30742,63826,2023-10-07
1732,45869,67731,45869,2023-10-07
1727,77435,51005,51005,2023-10-07
1729,44000,52077,52077,2023-10-07
1730,74997,63827,63827,2023-10-07
1731,37524,44009,37524,2023-10-07
1733,63826,50541,50541,2023-10-07
1728,60847,52539,60847,2023-10-07
1735,63827,52077,63827,2023-10-07
1734,60847,51005,51005,2023-10-07
1743,37524,50541,50541,2023-10-07
1742,51005,45869,51005,2023-10-07
1740,37524,63827,37524,2023-10-07
1741,63827,60847,60847,2023-10-07
1738,45869,52077,45869,2023-10-07
1737,60847,63826,60847,2023-10-07
1736,45869,37524,37524,2023-10-07
1739,51005,50541,50541,2023-10-07
1698,76476,59668,59668,2023-10-14
1699,18923,66981,18923,2023-10-14
1700,53941,18520,18520,2023-10-14
1701,7924,18716,18716,2023-10-14
1703,18868,40011,40011,2023-10-14
1704,74781,18923,74781,2023-10-14
1705,18520,21357,18520,2023-10-14
1706,46710,50088,50088,2023-10-14
1707,49875,43197,49875,2023-10-14
1708,37687,72415,37687,2023-10-14
1709,39041,18716,39041,2023-10-14
1710,74781,40011,40011,2023-10-14
1702,39041,59668,39041,2023-10-14
1712,37687,49875,37687,2023-10-14
1724,18520,39041,18520,2023-10-14
1711,50088,18520,18520,2023-10-14
1722,37687,18716,18716,2023-10-14
1723,40011,50088,50088,2023-10-14
1720,18868,18716,18716,2023-10-14
1719,37687,18520,18520,2023-10-14
1721,49875,50088,50088,2023-10-14
1718,40011,39041,39041,2023-10-14
1717,49875,72415,49875,2023-10-14
1716,50088,21357,50088,2023-10-14
1715,74781,18868,18868,2023-10-14
1714,18716,59668,18716,2023-10-14
1713,21357,53941,21357,2023-10-14
1673,11407,19292,19292,2023-10-24
1672,7530,18716,18716,2023-10-24
1671,36121,11254,36121,2023-10-24
1669,26312,23336,23336,2023-10-24
1668,20477,44974,44974,2023-10-24
1674,61403,45253,45253,2023-10-24
1666,73004,18665,73004,2023-10-24
1660,45253,1033,45253,2023-10-24
1664,11829,3283,3283,2023-10-24
1663,16577,9286,9286,2023-10-24
1662,19662,61003,19662,2023-10-24
1661,20988,30734,30734,2023-10-24
1659,2539,26312,26312,2023-10-24
1658,18665,50522,18665,2023-10-24
1657,21796,16577,16577,2023-10-24
1675,30734,36058,36058,2023-10-24
1665,49397,22682,22682,2023-10-24
1676,21760,42798,42798,2023-10-24
1667,9212,70512,70512,2023-10-24
1678,1220,29952,1220,2023-10-24
1677,19662,9396,9396,2023-10-24
1697,1220,23336,23336,2023-10-24
1696,9286,36058,36058,2023-10-24
1695,45253,22682,22682,2023-10-24
1694,1220,45253,1220,2023-10-24
1693,23336,9286,23336,2023-10-24
1692,36058,36121,36058,2023-10-24
1691,70512,22682,22682,2023-10-24
1690,1220,36058,1220,2023-10-24
1689,45253,36121,45253,2023-10-24
1670,25359,29719,29719,2023-10-24
1687,22682,9286,9286,2023-10-24
1686,1220,9396,1220,2023-10-24
1685,42798,36058,36058,2023-10-24
1684,45253,19292,45253,2023-10-24
1683,18716,36121,36121,2023-10-24
1682,29719,23336,23336,2023-10-24
1681,44974,70512,70512,2023-10-24
1680,73004,22682,22682,2023-10-24
1688,23336,70512,23336,2023-10-24
1679,3283,9286,9286,2023-10-24
1643,16118,25315,16118,2023-10-28
1644,32946,41398,41398,2023-10-28
1646,16118,24611,24611,2023-10-28
1647,41398,36058,36058,2023-10-28
1648,46201,10231,10231,2023-10-28
1645,50526,14836,50526,2023-10-28
1650,41398,16118,16118,2023-10-28
1651,26040,46201,26040,2023-10-28
1652,36058,24611,36058,2023-10-28
1653,50526,10231,10231,2023-10-28
1654,50526,16118,50526,2023-10-28
1655,24611,26040,26040,2023-10-28
1649,50526,26040,50526,2023-10-28
1656,10231,36058,36058,2023-10-28
1622,22867,43175,43175,2023-11-03
1621,7855,29952,7855,2023-11-03
1620,22972,9286,9286,2023-11-03
1619,21796,16577,16577,2023-11-03
1618,9730,9396,9396,2023-11-03
1617,14395,14320,14320,2023-11-03
1616,20988,25741,25741,2023-11-03
1613,21760,8374,8374,2023-11-03
1614,19292,1220,1220,2023-11-03
1612,19662,9718,9718,2023-11-03
1611,18716,17217,18716,2023-11-03
1610,29719,22682,22682,2023-11-03
1609,13761,36121,36121,2023-11-03
1623,9520,44974,9520,2023-11-03
1615,14431,38194,38194,2023-11-03
1624,36121,38158,38158,2023-11-03
1636,38194,22682,38194,2023-11-03
1626,8374,9718,9718,2023-11-03
1641,9718,16577,16577,2023-11-03
1640,43175,38194,43175,2023-11-03
1639,43175,25741,25741,2023-11-03
1638,9718,38158,38158,2023-11-03
1637,9286,16577,16577,2023-11-03
1635,43175,9286,43175,2023-11-03
1625,18716,22682,22682,2023-11-03
1634,16577,25741,25741,2023-11-03
1632,22682,38158,38158,2023-11-03
1631,9520,43175,43175,2023-11-03
1630,7855,9286,9286,2023-11-03
1629,16577,9396,16577,2023-11-03
1628,14320,25741,25741,2023-11-03
1627,38194,1220,38194,2023-11-03
1633,38194,9718,9718,2023-11-03
1642,25741,38158,25741,2023-11-03
1603,14395,26040,26040,2023-11-10
1608,24611,11829,24611,2023-11-10
1581,41398,12367,41398,2023-11-10
1582,12863,36121,36121,2023-11-10
1583,9728,22867,9728,2023-11-10
1584,8374,21760,8374,2023-11-10
1585,20988,9730,20988,2023-11-10
1587,26040,43154,26040,2023-11-10
1588,10231,34259,10231,2023-11-10
1589,14431,1033,14431,2023-11-10
1590,41398,11829,11829,2023-11-10
1591,9728,36121,36121,2023-11-10
1592,8374,21796,8374,2023-11-10
1593,20988,44974,44974,2023-11-10
1594,8973,24611,24611,2023-11-10
1586,7565,8973,8973,2023-11-10
1596,10231,14395,14395,2023-11-10
1595,26040,26036,26040,2023-11-10
1607,8374,26040,8374,2023-11-10
1606,14431,36121,14431,2023-11-10
1605,14431,24611,24611,2023-11-10
1602,44974,36121,36121,2023-11-10
1604,8374,11829,11829,2023-11-10
1600,26040,24611,24611,2023-11-10
1599,44974,8374,8374,2023-11-10
1598,36121,11829,11829,2023-11-10
1597,14431,29952,14431,2023-11-10
1601,14431,14395,14431,2023-11-10
1580,53624,12202,12202,2023-11-11
1566,16262,62524,62524,2023-11-18
1567,8260,62526,8260,2023-11-18
1571,62524,62526,62524,2023-11-18
1568,62524,12202,12202,2023-11-18
1569,8260,71868,71868,2023-11-18
1570,8260,16262,16262,2023-11-18
1572,71868,12202,71868,2023-11-18
1579,25732,49969,49969,2023-11-18
1574,65207,76476,76476,2023-11-18
1575,49969,78310,49969,2023-11-18
1576,76476,25732,25732,2023-11-18
1577,76476,66653,76476,2023-11-18
1578,78310,65207,78310,2023-11-18
1573,66653,49969,49969,2023-11-18
1560,79747,79746,79746,2023-11-25
1561,79748,76413,76413,2023-11-25
1563,12367,79747,79747,2023-11-25
1562,12367,79746,79746,2023-11-25
1564,79748,79747,79747,2023-11-25
1565,76413,79746,76413,2023-11-25
1534,18923,11829,11829,2023-12-02
1533,1033,9286,9286,2023-12-02
1532,9728,8374,9728,2023-12-02
1531,28254,45440,45440,2023-12-02
1530,14320,30734,30734,2023-12-02
1529,38194,36058,36058,2023-12-02
1528,36421,71855,71855,2023-12-02
1527,16577,43175,43175,2023-12-02
1526,14431,24611,24611,2023-12-02
1525,41398,25741,25741,2023-12-02
1556,39933,68758,68758,2023-12-02
1523,45253,8396,8396,2023-12-02
1522,17383,49726,17383,2023-12-02
1521,8973,68758,68758,2023-12-02
1520,11829,49397,11829,2023-12-02
1519,28254,61403,28254,2023-12-02
1518,38194,9730,38194,2023-12-02
1517,801,71855,71855,2023-12-02
1516,26036,16577,16577,2023-12-02
1515,22867,24611,24611,2023-12-02
1535,68758,23336,68758,2023-12-02
1524,12863,43154,43154,2023-12-02
1536,37529,76430,76430,2023-12-02
1538,76413,8396,76413,2023-12-02
1555,45440,43175,43175,2023-12-02
1559,68758,43175,43175,2023-12-02
1558,45440,9286,9286,2023-12-02
1554,17383,9286,9286,2023-12-02
1553,36058,25741,25741,2023-12-02
1552,39933,17383,39933,2023-12-02
1551,68758,9286,68758,2023-12-02
1550,45440,36058,45440,2023-12-02
1549,43175,25741,43175,2023-12-02
1548,18716,39933,39933,2023-12-02
1547,76413,17383,17383,2023-12-02
1546,76430,68758,68758,2023-12-02
1545,11829,9286,9286,2023-12-02
1544,9728,45440,45440,2023-12-02
1543,30734,36058,36058,2023-12-02
1542,71855,43175,43175,2023-12-02
1541,24611,25741,25741,2023-12-02
1540,18716,43154,18716,2023-12-02
1539,39933,70512,39933,2023-12-02
1537,17383,11254,17383,2023-12-02
1557,39933,25741,25741,2023-12-02
